UNIQUE_ACCOUNT_IDENTIFIER,ACTIVITY_PERIOD,SALES_CHANNEL,MARKETPLACE,TRANSACTION_TYPE,TRANSACTION_EVENT_ID,ACTIVITY_TRANSACTION_ID,TAX_CALCULATION_DATE,TRANSACTION_DEPART_DATE,TRANSACTION_ARRIVAL_DATE,TRANSACTION_COMPLETE_DATE,SELLER_SKU,ASIN,ITEM_DESCRIPTION,ITEM_MANUFACTURE_COUNTRY,QTY,ITEM_WEIGHT,TOTAL_ACTIVITY_WEIGHT,COST_PRICE_OF_ITEMS,PRICE_OF_ITEMS_AMT_VAT_EXCL,PROMO_PRICE_OF_ITEMS_AMT_VAT_EXCL,TOTAL_PRICE_OF_ITEMS_AMT_VAT_EXCL,SHIP_CHARGE_AMT_VAT_EXCL,PROMO_SHIP_CHARGE_AMT_VAT_EXCL,TOTAL_SHIP_CHARGE_AMT_VAT_EXCL,GIFT_WRAP_AMT_VAT_EXCL,PROMO_GIFT_WRAP_AMT_VAT_EXCL,TOTAL_GIFT_WRAP_AMT_VAT_EXCL,TOTAL_ACTIVITY_VALUE_AMT_VAT_EXCL,PRICE_OF_ITEMS_VAT_RATE_PERCENT,PRICE_OF_ITEMS_VAT_AMT,PROMO_PRICE_OF_ITEMS_VAT_AMT,TOTAL_PRICE_OF_ITEMS_VAT_AMT,SHIP_CHARGE_VAT_RATE_PERCENT,SHIP_CHARGE_VAT_AMT,PROMO_SHIP_CHARGE_VAT_AMT,TOTAL_SHIP_CHARGE_VAT_AMT,GIFT_WRAP_VAT_RATE_PERCENT,GIFT_WRAP_VAT_AMT,PROMO_GIFT_WRAP_VAT_AMT,TOTAL_GIFT_WRAP_VAT_AMT,TOTAL_ACTIVITY_VALUE_VAT_AMT,PRICE_OF_ITEMS_AMT_VAT_INCL,PROMO_PRICE_OF_ITEMS_AMT_VAT_INCL,TOTAL_PRICE_OF_ITEMS_AMT_VAT_INCL,SHIP_CHARGE_AMT_VAT_INCL,PROMO_SHIP_CHARGE_AMT_VAT_INCL,TOTAL_SHIP_CHARGE_AMT_VAT_INCL,GIFT_WRAP_AMT_VAT_INCL,PROMO_GIFT_WRAP_AMT_VAT_INCL,TOTAL_GIFT_WRAP_AMT_VAT_INCL,TOTAL_ACTIVITY_VALUE_AMT_VAT_INCL,TRANSACTION_CURRENCY_CODE,COMMODITY_CODE,STATISTICAL_CODE_DEPART,STATISTICAL_CODE_ARRIVAL,COMMODITY_CODE_SUPPLEMENTARY_UNIT,ITEM_QTY_SUPPLEMENTARY_UNIT,TOTAL_ACTIVITY_SUPPLEMENTARY_UNIT,PRODUCT_TAX_CODE,DEPATURE_CITY,DEPARTURE_COUNTRY,DEPARTURE_POST_CODE,ARRIVAL_CITY,ARRIVAL_COUNTRY,ARRIVAL_POST_CODE,SALE_DEPART_COUNTRY,SALE_ARRIVAL_COUNTRY,TRANSPORTATION_MODE,DELIVERY_CONDITIONS,SELLER_DEPART_VAT_NUMBER_COUNTRY,SELLER_DEPART_COUNTRY_VAT_NUMBER,SELLER_ARRIVAL_VAT_NUMBER_COUNTRY,SELLER_ARRIVAL_COUNTRY_VAT_NUMBER,TRANSACTION_SELLER_VAT_NUMBER_COUNTRY,TRANSACTION_SELLER_VAT_NUMBER,BUYER_VAT_NUMBER_COUNTRY,BUYER_VAT_NUMBER,VAT_CALCULATION_IMPUTATION_COUNTRY,TAXABLE_JURISDICTION,TAXABLE_JURISDICTION_LEVEL,VAT_INV_NUMBER,VAT_INV_CONVERTED_AMT,VAT_INV_CURRENCY_CODE,VAT_INV_EXCHANGE_RATE,VAT_INV_EXCHANGE_RATE_DATE,EXPORT_OUTSIDE_EU,INVOICE_URL,BUYER_NAME,ARRIVAL_ADDRESS,SUPPLIER_NAME,SUPPLIER_VAT_NUMBER
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,214-1277778-5871851,EgNJEb28s,27-01-2020,28-01-2020,,28-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,3.84,-3.84,0.0,,,,58.14,0.19,11.0466,0.00,11.0466,0.19,0.7296,-0.7296,0,,,,,11.0466,69.1866,0.00,69.1866,4.5696,-4.5696,0,0,0,0,69.1866,EUR,,,,,,,A_GEN_STANDARD,Dobroviz,CZ,25261,Köln,DE,51105,CZ,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-219,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,N/A,FC_TRANSFER,4727242620,4727242620,,26-01-2020,27-01-2020,27-01-2020,AGS-GRAPHOOK-WAILIN-1997-01,B07NZ8NK3P,Grappling Hook Wai Lin covered as wristband,,1,0.51,0.51,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Bad Hersfeld,DE,36251,Sady,PL,62-080,,,TRANSPORT_BY_ROAD,XXX,,,,,,,,,,,,,,,,,,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,212-6777111-7426225,E2vbM7m1L,26-01-2020,27-01-2020,,27-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,,,,,,,58.14,0.19,11.0466,0.00,11.0466,,0,0,0,,,,,11.0466,69.1866,0.00,69.1866,0,0,0,0,0,0,69.1866,EUR,,,,,,,A_GEN_STANDARD,Winsen an der Luhe,DE,21423,Mölln,DE,23879,DE,DE,CONSIGNMENT_BY_POST,DAP,DE,DE312256776,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-210,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,216-2762224-1176756,EXVhwQlrM,27-01-2020,27-01-2020,,27-01-2020,AGS-GRAPHOOK-WAILIN-1997-02,B07NZ8DLNF,Grappling Hook Wai Lin covered as wristband incl. titanium coating,,1,0.511,0.511,,385.2,,385.2,,,,,,,385.2,0.19,73.188,0.00,73.188,,0,0,0,,,,,73.188,458.388,0.00,458.388,0,0,0,0,0,0,458.388,EUR,,,,,,,A_GEN_STANDARD,Sosnowiec,PL,41-208,Neuburg,DE,23974,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-216,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,216-6747427-7574752,EnjzBM2bs,26-01-2020,27-01-2020,,27-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,6.68,-6.68,0.0,,,,58.14,0.19,11.0466,0.00,11.0466,0.19,1.2692,-1.2692,0,,,,,11.0466,69.1866,0.00,69.1866,7.9492,-7.9492,0,0,0,0,69.1866,EUR,,,,,,,A_GEN_STANDARD,Sosnowiec,PL,41-208,Esslingen am Neckar,DE,73728,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-213,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,127-2681741-2811842,E1TCwfl6M,26-01-2020,27-01-2020,,27-01-2020,AGS-GRAPHOOK-WAILIN-1997-02,B07P1DNFV4,Grappling Hook Wai Lin covered as wristband incl. titanium coating,,1,0.511,0.511,,385.2,,385.2,6.68,-6.68,0.0,,,,385.2,0.19,73.188,0.00,73.188,0.19,1.2692,-1.2692,0,,,,,73.188,458.388,0.00,458.388,7.9492,-7.9492,0,0,0,0,458.388,EUR,,,,,,,A_GEN_STANDARD,Sosnowiec,PL,41-208,Rheinau,DE,77866,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-219,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,215-1827455-2276717,EC6Z8l2ws,26-01-2020,27-01-2020,,27-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,5.0,,5.0,,,,63.14,0.19,11.9966,0.00,11.9966,0.19,0.95,0.00,0.95,,,,,12.9466,70.1366,0.00,70.1366,5.95,0.00,5.95,0,0,0,76.0866,EUR,,,,,,,A_GEN_STANDARD,Bielany Wroclawskie,PL,55-040,München,DE,80638,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-212,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,127-2272165-6526713,ENHVrk2V7,27-01-2020,27-01-2020,,27-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,13.4,,13.4,,,,71.54,0.19,13.5926,0.00,13.5926,0.19,2.546,0.00,2.546,,,,,16.1386,71.7326,0.00,71.7326,15.946,0.00,15.946,0,0,0,87.6786,EUR,,,,,,,A_GEN_STANDARD,Kolbaskowo,PL,72-001,Dürrröhrsdorf-Dittersbach,DE,1833,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-214,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,RETURN,212-4576162-6122218,A2EQU75VWWGFJS,,,27-01-2020,27-01-2020,AGS-SUNGLASSES-PIERCE-02-19,B07P2DT2NX,Sunglasses Pierce with X-Ray view,,1,0.16,0.16,,,,,,,,,,,0,,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,WIESBADEN,DE,65195,Sosnowiec,PL,41-208,PL,DE,CONSIGNMENT_BY_POST,XXX,,,,,,,,,,,,,,,,,,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,215-4166417-8614224,E66W7QzHF,27-01-2020,27-01-2020,,27-01-2020,AG-RING-SPECTRE-01-01,B07P1CVXHB,Ring Spectre engraving black,,1,0.085,0.085,,387,,387.0,,,,,,,387.0,0.19,73.53,0.00,73.53,,0,0,0,,,,,73.53,460.53,0.00,460.53,0,0,0,0,0,0,460.53,EUR,,,,,,,A_GEN_STANDARD,Sosnowiec,PL,41-208,Berlin,DE,14129,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-215,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,212-8725824-2747529,E12RpjzhF,26-01-2020,27-01-2020,,27-01-2020,AGS-WATCH-SUBMARINER-MOOR-03,B07DFN21JC,Watch Rolex Submariner Moore with magic magnet for deflecting bullets and other things,,1,0.25,0.25,,3551.4,,3551.4,,,,,,,3551.4,0.19,674.766,0.00,674.766,,0,0,0,,,,,674.766,4226.166,0.00,4226.166,0,0,0,0,0,0,4226.166,EUR,,,,,,,A_GEN_STANDARD,Sosnowiec,PL,41-208,Rheinau,DE,77866,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-211,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.fr,SALE,171-2622482-4521221,E6d51sFgc,27-01-2020,27-01-2020,,27-01-2020,AG-RING-SPECTRE-01-01,B07DG34LYN,Ring Spectre engraving black,,1,0.085,0.085,,387,,387.0,,,,,,,387.0,0.2,77.4,0.0,77.4,,0,0,0,,,,,77.4,464.4,0.0,464.4,0,0,0,0,0,0,464.4,EUR,,,,,,,A_GEN_STANDARD,SEVREY CEDEX,FR,71311,Sartrouville,FR,78500,FR,FR,CONSIGNMENT_BY_POST,DAP,FR,FR27850592811,FR,FR27850592811,FR,FR27850592811,,,FR,FRANCE,Country,INV-FR-552614555-2121-20,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.es,RETURN,417-6812411-5414711,A28R8H4IMKELHI,,,26-01-2020,26-01-2020,AG-WETSUIT-CONN-SEAG-21-05,B07DFNRLG6,Wetsuit Connery with seagull on top XL (ed. 2021),,1,1.25,1.25,,,,,,,,,,,0,,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,MADRID,ES,28009,San Ferdo de Henares,ES,28830,PL,ES,CONSIGNMENT_BY_POST,XXX,,,,,,,,,,,,,,,,,,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.es,SALE,417-6175821-2512710,EC1rL8FEc,26-01-2020,26-01-2020,,26-01-2020,AG-WETSUIT-CONN-SEAG-21-01,B07P1BGR9X,Wetsuit Connery with seagull on top XS (ed. 2020),,1,1.25,1.25,,58.14,,58.14,,,,,,,58.14,0.21,12.2094,0.00,12.2094,,0,0,0,,,,,12.2094,70.3494,0.00,70.3494,0,0,0,0,0,0,70.3494,EUR,,,,,,,A_GEN_STANDARD,San Ferdo de Henares,ES,28830,ourense,ES,32901,ES,ES,CONSIGNMENT_BY_POST,DAP,ES,ESA 91415221,ES,ESA 91415221,ES,ESA 91415221,,,ES,SPAIN,Country,SIM-INV-ES-552614555-2121-13,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,212-7472646-7715564,EckbdLzGF,25-01-2020,26-01-2020,,26-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07DG3DF8X,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,13.4,-13.4,0.0,,,,58.14,0.19,11.0466,0.00,11.0466,0.19,2.546,-2.546,0,,,,,11.0466,69.1866,0.00,69.1866,15.946,-15.946,0,0,0,0,69.1866,EUR,,,,,,,A_GEN_STANDARD,Sosnowiec,PL,41-208,Rheinbach,DE,53359,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-217,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,REFUND,127-8114276-1255521,amzn1:crow:1ELe74UaSZGRgpxygdx18w,21-01-2020,,,26-01-2020,AG-DICE-OCTOPUSSY-MOOR-1,B07DFKW5FS,Backgammon Dice Octopussy,,1,0.05,0.05,,-7.65,,-7.65,,,,,,,-7.65,0.2,-1.53,0.0,-1.53,,0,0,0,,,,,-1.53,-9.18,0.0,-9.18,0,0,0,0,0,0,-9.18,EUR,,,,,,,A_GEN_STANDARD,SEVREY CEDEX,,71311,Wien,,1190,FR,AT,CONSIGNMENT_BY_POST,DAP,FR,FR27850592811,,,FR,FR27850592811,,,AT,FRANCE,Country,CN-FR-552614555-2121-3,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,REFUND,127-7722425-2141121,amzn1:crow:u/SQbZJ7Toeu5uMigFT4eQ,19-01-2020,,,26-01-2020,AGS-GRAPHOOK-WAILIN-1997-02,B07DFLHS59,Grappling Hook Wai Lin covered as wristband incl. titanium coating,,1,0.511,0.511,,-385.2,,-385.2,,,,,,,-385.2,0.21,-80.892,0.00,-80.892,,0,0,0,,,,,-80.892,-466.092,0.00,-466.092,0,0,0,0,0,0,-466.092,EUR,,,,,,,A_GEN_STANDARD,Dobroviz,,25261,Wien,,1190,CZ,AT,CONSIGNMENT_BY_POST,DAP,CZ,CZ685824653,,,CZ,CZ685824653,,,AT,CZECH REPUBLIC,Country,CN-CZ-552614555-2121-1,-127.48,CZK,24.898,17-02-2020,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,212-7878486-2525814,E1ZGknlJM,25-01-2020,26-01-2020,,26-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,,,,,,,58.14,0.19,11.0466,0.00,11.0466,,0,0,0,,,,,11.0466,69.1866,0.00,69.1866,0,0,0,0,0,0,69.1866,EUR,,,,,,,A_GEN_STANDARD,Kolbaskowo,PL,72-001,Berlin,DE,13503,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-216,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,212-1461222-2212552,EJ4FLwm1L,25-01-2020,26-01-2020,,26-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,4.48,-4.48,0.0,,,,58.14,0.19,11.0466,0.00,11.0466,0.19,0.8512,-0.8512,0,,,,,11.0466,69.1866,0.00,69.1866,5.3312,-5.3312,0,0,0,0,69.1866,EUR,,,,,,,A_GEN_STANDARD,Kolbaskowo,PL,72-001,Bremen,DE,28215,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-218,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,REFUND,215-4578211-4781515,amzn1:crow:AY2ZaTXaQGCeE1m1QFvm7Q,21-01-2020,,,26-01-2020,AGS-SC-MOONRAKER-21-44,B07DFGR1XL,Safe Cracker Moonraker incl. X-ray (ed. 2020),,1,3.4,3.4,,-163.62,,-163.62,,,,,,,-163.62,0.19,-31.0878,0.00,-31.0878,,0,0,0,,,,,-31.0878,-194.7078,0.00,-194.7078,0,0,0,0,0,0,-194.7078,EUR,,,,,,,A_GEN_STANDARD,Bad Hersfeld,,36251,Köln,,50678,DE,DE,CONSIGNMENT_BY_POST,DAP,DE,DE312256776,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,CN-DE-552614555-2121-29,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.es,RETURN,417-4627422-5161117,A2X2BIXW1JUACB,,,25-01-2020,25-01-2020,AG-WETSUIT-CONN-SEAG-21-02,B07P19YBLY,Wetsuit Connery with seagull on top S (ed. 2020),,1,1.25,1.25,,,,,,,,,,,0,,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,OURENSE,ES,32901,San Ferdo de Henares,ES,28830,FR,ES,CONSIGNMENT_BY_POST,XXX,,,,,,,,,,,,,,,,,,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.es,SALE,171-4447777-1862755,EC1LGqzVF,25-01-2020,25-01-2020,,25-01-2020,AG-WETSUIT-CONN-SEAG-21-05,B07P1DVFF5,Wetsuit Connery with seagull on top XL (ed. 2021),,1,1.25,1.25,,58.14,,58.14,,,,,,,58.14,0.21,12.2094,0.00,12.2094,,0,0,0,,,,,12.2094,70.3494,0.00,70.3494,0,0,0,0,0,0,70.3494,EUR,,,,,,,A_GEN_STANDARD,Sosnowiec,PL,41-208,Almuñécar,ES,18690,PL,ES,CONSIGNMENT_BY_POST,DAP,,,ES,ESA 91415221,ES,ESA 91415221,,,ES,SPAIN,Country,SIM-INV-ES-552614555-2121-12,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.it,REFUND,412-1616861-1812222,amzn1:crow:IH8JUch1SVqzrjbuq2nkrA,22-01-2020,,,25-01-2020,AGS-SC-MOONRAKER-21-44,B07DCBL2NS,Safe Cracker Moonraker incl. X-ray (ed. 2020),,1,3.4,3.4,,-163.62,,-163.62,,,,,,,-163.62,0.22,-35.9964,0.00,-35.9964,,0,0,0,,,,,-35.9964,-199.6164,0.00,-199.6164,0,0,0,0,0,0,-199.6164,EUR,,,,,,,A_GEN_STANDARD,LAUWIN PLANQUE CEDEX,,59353,Villesse,,34070,FR,IT,CONSIGNMENT_BY_POST,DAP,,,IT,IT10232149696,IT,IT10232149696,,,IT,ITALY,Country,,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,RETURN,214-2752818-7212510,A2RAZNXZEG2SV,,,25-01-2020,25-01-2020,AGS-GRAPHOOK-WAILIN-1997-02,B07P1DNFV4,Grappling Hook Wai Lin covered as wristband incl. titanium coating,,1,0.511,0.511,,,,,,,,,,,0,,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,WUPPERTAL,DE,42117,Sosnowiec,PL,41-208,PL,DE,CONSIGNMENT_BY_POST,XXX,,,,,,,,,,,,,,,,,,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,214-7525761-5787818,EwpSP7z1F,24-01-2020,25-01-2020,,25-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,,,,,,,58.14,0.19,11.0466,0.00,11.0466,,0,0,0,,,,,11.0466,69.1866,0.00,69.1866,0,0,0,0,0,0,69.1866,EUR,,,,,,,A_GEN_STANDARD,Kolbaskowo,PL,72-001,Schwalmtal,DE,41366,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-210,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,214-7478678-7871727,Ew2ctlz8F,25-01-2020,25-01-2020,,25-01-2020,AGS-WATCH-SUBMARINER-MOOR-03,B07DFN21JC,Watch Rolex Submariner Moore with magic magnet for deflecting bullets and other things,,1,0.25,0.25,,3551.4,,3551.4,13.4,-13.4,0.0,,,,3551.4,0.19,674.766,0.00,674.766,0.19,2.546,-2.546,0,,,,,674.766,4226.166,0.00,4226.166,15.946,-15.946,0,0,0,0,4226.166,EUR,,,,,,,A_GEN_STANDARD,Dobroviz,CZ,25261,Mannheim,DE,68309,CZ,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-212,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,214-4771175-7541810,EVj7G2zlF,25-01-2020,25-01-2020,,25-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,,,,,,,58.14,0.19,11.0466,0.00,11.0466,,0,0,0,,,,,11.0466,69.1866,0.00,69.1866,0,0,0,0,0,0,69.1866,EUR,,,,,,,A_GEN_STANDARD,Monchengladbach,DE,41179,Donaueschingen,DE,78166,DE,DE,CONSIGNMENT_BY_POST,DAP,DE,DE312256776,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-213,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,RETURN,215-1472556-2748821,A2VCOS22TOOOF2,,,25-01-2020,25-01-2020,AGS-WATCH-SUBMARINER-MOOR-03,B07DFN21JC,Watch Rolex Submariner Moore with magic magnet for deflecting bullets and other things,,1,0.25,0.25,,,,,,,,,,,0,,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,GÜGLINGEN,DE,74363,Sosnowiec,PL,41-208,PL,DE,CONSIGNMENT_BY_POST,XXX,,,,,,,,,,,,,,,,,,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,127-7426117-2246727,Ecd1NJ21s,24-01-2020,25-01-2020,,25-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,13.4,,13.4,,,,71.54,0.19,13.5926,0.00,13.5926,0.19,2.546,0.00,2.546,,,,,16.1386,71.7326,0.00,71.7326,15.946,0.00,15.946,0,0,0,87.6786,EUR,,,,,,,A_GEN_STANDARD,Kolbaskowo,PL,72-001,München,DE,80333,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-211,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,RETURN,127-2475828-6187123,AH7ME1C2BN8P6,,,25-01-2020,25-01-2020,AG-WETSUIT-CONN-SEAG-21-01,B07NYBM329,Wetsuit Connery with seagull on top XS (ed. 2020),,1,1.25,1.25,,,,,,,,,,,0,,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,DARMSTADT,DE,64287,Sosnowiec,PL,41-208,PL,DE,CONSIGNMENT_BY_POST,XXX,,,,,,,,,,,,,,,,,,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,SALE,127-8654121-5148144,EN1PNL2Ns,24-01-2020,25-01-2020,,25-01-2020,AG-WETSUIT-CONN-SEAG-21-04,B07SMXNBZT,Wetsuit Connery with seagull on top L (ed. 2020),,1,1.25,1.25,,58.14,,58.14,6.72,-6.72,0.0,,,,58.14,0.19,11.0466,0.00,11.0466,0.19,1.2768,-1.2768,0,,,,,11.0466,69.1866,0.00,69.1866,7.9968,-7.9968,0,0,0,0,69.1866,EUR,,,,,,,A_GEN_STANDARD,Sady,PL,62-080,Lichtenfels,DE,96215,PL,DE,CONSIGNMENT_BY_POST,DAP,,,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,INV-DE-552614555-2121-189,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,REFUND,127-1776118-4224253,amzn1:crow:zX1HnIIFRLW//2+gOL7R8A,21-01-2020,,,25-01-2020,AG-LC-FORMCC-MOOR-1985,B07P1CWPKR,Lock Cracker Moore in handy credit card format,,1,0.01,0.01,,-35.73,,-35.73,,,,,,,-35.73,0.19,-6.7887,0.00,-6.7887,,0,0,0,,,,,-6.7887,-42.5187,0.00,-42.5187,0,0,0,0,0,0,-42.5187,EUR,,,,,,,A_GEN_STANDARD,Bad Hersfeld,,36251,Gaimersheim,,85080,DE,DE,CONSIGNMENT_BY_POST,DAP,DE,DE312256776,DE,DE312256776,DE,DE312256776,,,DE,GERMANY,Country,CN-DE-552614555-2121-28,,,,,NO,,,,,
A2SB1NLSCTA007,2020-JAN,AFN,amazon.de,RETURN,214-2717457-4658527,A1EZZ171EHI41L,,,25-01-2020,25-01-2020,AG-DICE-OCTOPUSSY-MOOR-1,B07DC9JQ84,Backgammon Dice Octopussy,,1,0.05,0.05,,,,,,,,,,,0,,0,0,0,,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,BRACKENHEIM,DE,74336,Sosnowiec,PL,41-208,DE,DE,CONSIGNMENT_BY_POST,XXX,,,,,,,,,,,,,,,,,,,,,,
